  EVENT_ID Name                                                         WAIT_CLASS_ID WAIT_CLASS
 660190475 ADR file lock                                                   1893977003 Other
1780066010 ADR block file read                                             1893977003 Other
4092822979 ADR block file write                                            1893977003 Other
3329884903 CRS call completion                                             1893977003 Other
1720615545 dispatcher shutdown                                             1893977003 Other
3085137677 listener registration dump                                      1893977003 Other
2160405876 latch: virtual circuit queues                                   1893977003 Other
2803313450 listen endpoint status                                          1893977003 Other
3280053043 OJVM: Generic                                                   1893977003 Other
3225641117 select wait                                                     1893977003 Other
2155415449 jobq slave shutdown wait                                        1893977003 Other
1039441158 jobq slave TJ process wait                                      1893977003 Other
2521301688 job scheduler coordinator slave wait                            1893977003 Other
2016557033 enq: JD - contention                                            1893977003 Other
4077422893 enq: JQ - contention                                            1893977003 Other
 143199788 enq: OD - Serializing DDLs                                      1893977003 Other
3862184413 RAC referential constraint parent lock                          1893977003 Other
4264819978 kkshgnc reloop                                                  1893977003 Other
3412463764 optimizer stats update retry                                    1893977003 Other
1586753839 wait active processes                                           1893977003 Other
4042173709 SUPLOG PL wait for inflight pragma-d PL/SQL                     1893977003 Other
3735259588 enq: MD - contention                                            1893977003 Other
3982742587 enq: MS - contention                                            1893977003 Other
2191672992 wait for kkpo ref-partitioning *TEST EVENT*                     1893977003 Other
 197381757 enq: AP - contention                                            1893977003 Other
4097381538 PX slave connection                                             1893977003 Other
 677587481 PX slave release                                                1893977003 Other
 624762663 PX Send Wait                                                    1893977003 Other
 175758063 PX qref latch                                                   1893977003 Other
2914763719 PX server shutdown                                              1893977003 Other
 713547867 PX create server                                                1893977003 Other
 275064659 PX signal server                                                1893977003 Other
2019821942 PX Deq Credit: free buffer                                      1893977003 Other
4186184097 PX Deq: Test for msg                                            1893977003 Other
2485206220 PX Deq: Test for credit                                         1893977003 Other
2705287540 PX Deq: Signal ACK RSG                                          1893977003 Other
1974015973 PX Deq: Signal ACK EXT                                          1893977003 Other
 146029171 PX Deq: reap credit                                             1893977003 Other
4195961226 PX Nsq: PQ descriptor query                                     1893977003 Other
1721932125 PX Nsq: PQ load info query                                      1893977003 Other
  55053127 PX Deq Credit: Session Stats                                    1893977003 Other
2306891574 PX Deq: Slave Session Stats                                     1893977003 Other
1826399205 PX Deq: Slave Join Frag                                         1893977003 Other
2143046196 enq: PI - contention                                            1893977003 Other
2071012023 enq: PS - contention                                            1893977003 Other
 676951513 latch: parallel query alloc buffer                              1893977003 Other
2176755381 kxfxse                                                          1893977003 Other
 789727252 kxfxsp                                                          1893977003 Other
2049127157 PX Deq: Table Q qref                                            1893977003 Other
4068211615 PX Deq: Table Q Get Keys                                        1893977003 Other
2044715771 PX Deq: Table Q Close                                           1893977003 Other
1944760014 GV$: slave acquisition retry wait time                          1893977003 Other
 265138948 PX hash elem being inserted                                     1893977003 Other
2185396738 latch: PX hash array latch                                      1893977003 Other
3076848514 enq: AY - contention                                            1893977003 Other
3701540314 enq: TO - contention                                            1893977003 Other
2239268215 enq: IT - contention                                            1893977003 Other
2212717019 enq: BF - allocation contention                                 1893977003 Other
2476632936 enq: BF - PMON Join Filter cleanup                              1893977003 Other
3612504684 enq: RD - RAC load                                              1893977003 Other
4172720392 timer in sksawat                                                1893977003 Other
 148348926 scginq AST call                                                 1893977003 Other
3632212035 kupp process wait                                               1893977003 Other
1677898746 Kupp process shutdown                                           1893977003 Other
1618891965 Data Pump slave startup                                         1893977003 Other
1990104190 Data Pump slave init                                            1893977003 Other
4149771879 enq: KP - contention                                            1893977003 Other
  62357398 Replication Dequeue                                             1893977003 Other
 171343339 knpc_acwm_AwaitChangedWaterMark                                 1893977003 Other
  68404501 knpc_anq_AwaitNonemptyQueue                                     1893977003 Other
2722071092 knpsmai                                                         1893977003 Other
3056899600 enq: SR - contention                                            1893977003 Other
 816056356 Streams capture: waiting for database startup                   1893977003 Other
 143012048 Streams miscellaneous event                                     1893977003 Other
3398735787 enq: SI - contention                                            1893977003 Other
2948567594 Streams: RAC waiting for inter instance ack                     1893977003 Other
2673474179 enq: IA - contention                                            1893977003 Other
2959147725 enq: JI - contention                                            1893977003 Other
2379543324 qerex_gdml                                                      1893977003 Other
 545059663 enq: AT - contention                                            1893977003 Other
2694900870 opishd                                                          1893977003 Other
3714800175 kpodplck wait before retrying ORA-54                            1893977003 Other
4187088707 enq: CQ - contention                                            1893977003 Other
1661737571 Streams AQ: emn coordinator waiting for slave to start          1893977003 Other
 256518009 wait for EMON to spawn                                          1893977003 Other
   2145388 EMON termination                                                1893977003 Other
3874587554 EMON slave messages                                             1893977003 Other
3429311972 enq: SE - contention                                            1893977003 Other
4191886805 tsm with timeout                                                1893977003 Other
 475650147 Streams AQ: waiting for busy instance for instance_name         1893977003 Other
1371132976 enq: TQ - TM contention                                         1893977003 Other
 717240345 enq: TQ - DDL contention                                        1893977003 Other
 451597502 enq: TQ - INI contention                                        1893977003 Other
3544909312 enq: TQ - DDL-INI contention                                    1893977003 Other
2877960639 AQ propagation connection                                       1893977003 Other
1150705222 enq: DP - contention                                            1893977003 Other
 798324601 enq: MH - contention                                            1893977003 Other
4174613831 enq: ML - contention                                            1893977003 Other
 148033462 enq: PH - contention                                            1893977003 Other
3322341088 enq: SF - contention                                            1893977003 Other
3111555168 enq: XH - contention                                            1893977003 Other
3791087697 enq: WA - contention                                            1893977003 Other
2512310275 Streams AQ: QueueTable kgl locks                                1893977003 Other
1444745059 AQ spill debug idle                                             1893977003 Other
 516218728 queue slave messages                                            1893977003 Other
1565566389 Streams AQ: qmn coordinator waiting for slave to start          1893977003 Other
4107448082 enq: CX - TEXT: Index Specific Lock                             1893977003 Other
 389396261 enq: OT - TEXT: Generic Lock                                    1893977003 Other
1110641933 XDB SGA initialization                                          1893977003 Other
 300221745 enq: XC - XDB Configuration                                     1893977003 Other
1255252648 NFS read delegation outstanding                                 1893977003 Other
4100251918 Data Guard Broker Wait                                          1893977003 Other
2609577957 enq: RF - synch: DG Broker metadata                             1893977003 Other
3779250430 enq: RF - atomicity                                             1893977003 Other
 770131870 enq: RF - synchronization: aifo master                          1893977003 Other
1283852695 enq: RF - new AI                                                1893977003 Other
3573752690 enq: RF - synchronization: critical ai                          1893977003 Other
1173618054 enq: RF - RF - Database Automatic Disable                       1893977003 Other
1422251130 enq: RF - FSFO Observer Heartbeat                               1893977003 Other
2735020950 enq: RF - DG Broker Current File ID                             1893977003 Other
2311929058 enq: RF - FSFO Primary Shutdown suspended                       1893977003 Other
 687406475 PX Deq: OLAP Update Reply                                       1893977003 Other
2722627124 PX Deq: OLAP Update Execute                                     1893977003 Other
3949837646 PX Deq: OLAP Update Close                                       1893977003 Other
 124872007 OLAP Parallel Type Deq                                          1893977003 Other
 687130193 OLAP Parallel Temp Grow Request                                 1893977003 Other
2582477355 OLAP Parallel Temp Grow Wait                                    1893977003 Other
  75170840 OLAP Parallel Temp Grew                                         1893977003 Other
2793337788 OLAP Null PQ Reason                                             1893977003 Other
3363847777 OLAP Aggregate Master Enq                                       1893977003 Other
 741577018 OLAP Aggregate Client Enq                                       1893977003 Other
  23817068 OLAP Aggregate Master Deq                                       1893977003 Other
 863361736 OLAP Aggregate Client Deq                                       1893977003 Other
3728184289 enq: AW - AW$ table lock                                        1893977003 Other
2438512004 enq: AW - AW state lock                                         1893977003 Other
 541043045 enq: AW - user access for AW                                    1893977003 Other
2247828282 enq: AW - AW generation lock                                    1893977003 Other
2009316128 enq: AG - contention                                            1893977003 Other
2454416615 enq: AO - contention                                            1893977003 Other
 523388040 enq: OQ - xsoqhiAlloc                                           1893977003 Other
3682185722 enq: OQ - xsoqhiFlush                                           1893977003 Other
 681553729 enq: OQ - xsoq*histrecb                                         1893977003 Other
2148426979 enq: OQ - xsoqhiClose                                           1893977003 Other
4194119705 enq: OQ - xsoqhistrecb                                          1893977003 Other
1170604220 enq: IZ -  contention                                           1893977003 Other
 409056071 enq: AM - client registration                                   1893977003 Other
4003623979 enq: AM - shutdown                                              1893977003 Other
   3718305 enq: AM - rollback COD reservation                              1893977003 Other
2163538166 enq: AM - background COD reservation                            1893977003 Other
2512559650 enq: AM - ASM cache freeze                                      1893977003 Other
1784903832 enq: AM - ASM ACD Relocation                                    1893977003 Other
3865222969 enq: AM - group use                                             1893977003 Other
2069926448 enq: AM - group block                                           1893977003 Other
 827631834 enq: AM - ASM File Destroy                                      1893977003 Other
1369527695 enq: AM - ASM User                                              1893977003 Other
1010353447 enq: AM - ASM Password File Update                              1893977003 Other
2754586444 enq: AM - ASM Amdu Dump                                         1893977003 Other
1111439585 enq: AM - disk offline                                          1893977003 Other
1454769910 enq: AM - ASM reserved                                          1893977003 Other
 279744402 enq: AM - block repair                                          1893977003 Other
3396428008 enq: AM - ASM disk based alloc/dealloc                          1893977003 Other
3160612488 enq: AM - ASM file descriptor                                   1893977003 Other
  92719042 enq: AM - ASM file relocation                                   1893977003 Other
1063667893 enq: AM - ASM Grow ACD                                          1893977003 Other
3837655383 enq: AM - ASM DD update SrRloc                                  1893977003 Other
1209620185 ASM internal hang test                                          1893977003 Other
1458436774 ASM Instance startup                                            1893977003 Other
2251737163 buffer busy                                                     1893977003 Other
3520118347 buffer freelistbusy                                             1893977003 Other
4196750963 buffer rememberlist busy                                        1893977003 Other
 539980354 buffer writeList full                                           1893977003 Other
3607843151 no free buffers                                                 1893977003 Other
1188005821 buffer write wait                                               1893977003 Other
1339059840 buffer invalidation wait                                        1893977003 Other
3809103184 buffer dirty disabled                                           1893977003 Other
3227373516 ASM metadata cache frozen                                       1893977003 Other
3006239876 enq: FZ -  contention                                           1893977003 Other
4186342174 enq: CM - gate                                                  1893977003 Other
3394651275 enq: CM - instance                                              1893977003 Other
3457552864 enq: CM - diskgroup dismount                                    1893977003 Other
3051305468 enq: XQ - recovery                                              1893977003 Other
1688174401 enq: XQ - relocation                                            1893977003 Other
3970804539 enq: XQ - purification                                          1893977003 Other
2345563243 enq: AD - allocate AU                                           1893977003 Other
 143335296 enq: AD - deallocate AU                                         1893977003 Other
2372793991 enq: AD - relocate AU                                           1893977003 Other
1035436594 enq: DO - disk online                                           1893977003 Other
3543159936 enq: DO - disk online recovery                                  1893977003 Other
3796486218 enq: DO - Staleness Registry create                             1893977003 Other
1190657481 enq: DO - startup of MARK process                               1893977003 Other
 329663708 enq: DO - disk online operation                                 1893977003 Other
2314060976 extent map load/unlock                                          1893977003 Other
 187881552 enq: XL - fault extent map                                      1893977003 Other
1759761944 Sync ASM rebalance                                              1893977003 Other
 685231043 enq: DG - contention                                            1893977003 Other
3688395675 enq: DD - contention                                            1893977003 Other
4039922119 enq: HD - contention                                            1893977003 Other
 996118641 enq: DQ -  contention                                           1893977003 Other
2043768807 enq: DN - contention                                            1893977003 Other
 895023593 Cluster stabilization wait                                      1893977003 Other
1575986328 Cluster Suspension wait                                         1893977003 Other
2662459136 ASM background starting                                         1893977003 Other
2985320524 ASM db client exists                                            1893977003 Other
3967390525 ASM file metadata operation                                     1893977003 Other
2340849898 ASM network foreground exits                                    1893977003 Other
1565536645 enq: XB -  contention                                           1893977003 Other
3182712926 enq: FA - access file                                           1893977003 Other
2145403328 enq: RX - relocate extent                                       1893977003 Other
3415870113 enq: RX - unlock extent                                         1893977003 Other
1530586040 enq: AR -  contention                                           1893977003 Other
3902700176 log write(odd)                                                  1893977003 Other
1156678023 log write(even)                                                 1893977003 Other
2188655897 checkpoint advanced                                             1893977003 Other
1893664477 enq: FR - contention                                            1893977003 Other
3144887602 enq: FR - use the thread                                        1893977003 Other
2085113153 enq: FR - recover the thread                                    1893977003 Other
1457820412 enq: FG - serialize ACD relocate                                1893977003 Other
 903153076 enq: FG - FG redo generation enq race                           1893977003 Other
3282679649 enq: FG - LGWR redo generation enq race                         1893977003 Other
4166969980 enq: FT - allow LGWR writes                                     1893977003 Other
3784147810 enq: FT - disable LGWR writes                                   1893977003 Other
1342373550 enq: FC - open an ACD thread                                    1893977003 Other
4041110320 enq: FC - recover an ACD thread                                 1893977003 Other
 642072527 enq: FX - issue ACD Xtnt Relocation CIC                         1893977003 Other
1290945549 rollback operations block full                                  1893977003 Other
3090342480 rollback operations active                                      1893977003 Other
  11871430 enq: RB - contention                                            1893977003 Other
2388386205 ASM: MARK subscribe to msg channel                              1893977003 Other
1698021162 enq: PT - contention                                            1893977003 Other
4005116367 enq: PM -  contention                                           1893977003 Other
1641349801 ASM PST operation                                               1893977003 Other
 165998259 global cache busy                                               1893977003 Other
1178367029 lock release pending                                            1893977003 Other
 768347202 dma prepare busy                                                1893977003 Other
 882942043 GCS lock cancel                                                 1893977003 Other
1614997189 GCS lock open S                                                 1893977003 Other
2914709075 GCS lock open X                                                 1893977003 Other
2319975598 GCS lock open                                                   1893977003 Other
4196128727 GCS lock cvt S                                                  1893977003 Other
1477609608 GCS lock cvt X                                                  1893977003 Other
 526018501 GCS lock esc X                                                  1893977003 Other
3407862862 GCS lock esc                                                    1893977003 Other
3438313554 GCS recovery lock open                                          1893977003 Other
3795772310 GCS recovery lock convert                                       1893977003 Other
2200249458 kfcl: instance recovery                                         1893977003 Other
1446952136 no free locks                                                   1893977003 Other
3946320739 lock close                                                      1893977003 Other
4237717925 enq: KE -  contention                                           1893977003 Other
3738539678 enq: KQ - access ASM attribute                                  1893977003 Other
3252202162 ASM Volume Background                                           1893977003 Other
2840109961 ASM DG Unblock                                                  1893977003 Other
1869608638 enq: AV - persistent DG number                                  1893977003 Other
3917752439 enq: AV - volume relocate                                       1893977003 Other
1293149770 enq: AV - AVD client registration                               1893977003 Other
 845350487 enq: AV - add/enable first volume in DG                         1893977003 Other
1957311914 ASM: OFS Cluster membership update                              1893977003 Other
1641438405 enq: WF - contention                                            1893977003 Other
2389341073 enq: WP - contention                                            1893977003 Other
2941830639 enq: FU - contention                                            1893977003 Other
3384888932 enq: MW - contention                                            1893977003 Other
2288329625 AWR Flush                                                       1893977003 Other
2618836277 AWR Metric Capture                                              1893977003 Other
3315745697 enq: TB - SQL Tuning Base Cache Update                          1893977003 Other
2878002362 enq: TB - SQL Tuning Base Cache Load                            1893977003 Other
3691188946 enq: SH - contention                                            1893977003 Other
 955173113 enq: AF - task serialization                                    1893977003 Other
 761672870 MMON slave messages                                             1893977003 Other
3694317464 MMON (Lite) shutdown                                            1893977003 Other
3932123875 enq: MO - contention                                            1893977003 Other
2407027636 enq: TL - contention                                            1893977003 Other
3243557671 enq: TH - metric threshold evaluation                           1893977003 Other
 917975477 enq: TK - Auto Task Serialization                               1893977003 Other
1739764420 enq: TK - Auto Task Slave Lockout                               1893977003 Other
2152050500 enq: RR - contention                                            1893977003 Other
1171942730 WCR: RAC message context busy                                   1893977003 Other
1692125788 WCR: capture file IO write                                      1893977003 Other
2064810505 WCR: Sync context busy                                          1893977003 Other
 339324686 latch: WCR: sync                                                1893977003 Other
1606818110 latch: WCR: processes HT                                        1893977003 Other
3797524291 enq: JS - contention                                            1893977003 Other
   6961751 enq: JS - job run lock - synchronize                            1893977003 Other
1043516589 enq: JS - job recov lock                                        1893977003 Other
 306423829 enq: JS - queue lock                                            1893977003 Other
1430268372 enq: JS - sch locl enqs                                         1893977003 Other
1053495082 enq: JS - q mem clnup lck                                       1893977003 Other
 551173053 enq: JS - evtsub add                                            1893977003 Other
4064242319 enq: JS - evtsub drop                                           1893977003 Other
3418411601 enq: JS - wdw op                                                1893977003 Other
3478457902 enq: JS - evt notify                                            1893977003 Other
 903782161 enq: JS - aq sync                                               1893977003 Other
3791535926 enq: XD - ASM disk drop/add                                     1893977003 Other
3849855823 enq: XD - ASM disk ONLINE                                       1893977003 Other
1707790998 enq: XD - ASM disk OFFLINE                                      1893977003 Other
1178543798 cell worker online completion                                   1893977003 Other
 799178018 cell worker retry                                               1893977003 Other
3247799346 cell manager cancel work request                                1893977003 Other
3014224958 secondary event                                                 1893977003 Other
